"cuny_subject","short_title"
"ANTC","Seminar: Europe Archaeology"
"ANTC","Seminars in Selected Topics"
"ANTC","Sexuality: Anthropologl Persp"
"ANTC","Social Culture Eastern Europe"
"ANTC","Social Mvmnts Theory,Prac &Eth"
"ANTC","Sociolgy Human Rights"
"ANTC","Sociolinguistics"
"ANTC","Source: Ancient Egypt"
"ANTC","South East Asia:Peopls&Culture"
"ANTC","Sp Prj:Remote Snsing"
"ANTC","Sp Proj & Indep Research"
"ANTC","Sp Tp Anthro China and Central"
"ANTC","Sp Tp Socl Media Lang Tech"
"ANTC","Sp Tpc: Historical Anthopology"
"ANTC","Space & Time in Ethnology"
"ANTC","Space and Place"
"ANTC","Space, Politics & Culture: NYC"
"ANTC","Specl Topc: Politics of Memory"
"ANTC","Stories and Silences"
"ANTC","Symbolic Anthropology"
"ANTC","Technology & Material Culture"
"ANTC","US & Mexico Beyond Border"
"ANTC","Unacceptable Risk: Lang&Health"
"ANTC","Urban Anthropology"
"ANTC","Urban Archaeology"
"ANTC","Varieties of Culture"
"ANTC","Visual Anthopology & Art"
"ANTC","Visual Anthropology"
"ANTC","Western Europe Soc & Culture"
"ANTC","Woman in Dev World"
"ANTC","Women & Devt in Caribbean"
"ANTC","Women Contemporary China"
"ANTC","Women Revol Society"
"ANTC","Women Social Change & Dev"
"ANTC","Women and Globalization"
"ANTC","Women in Islamic World"
"ANTC","Women in Migration"
"ANTC","Women in Prehist Soc"
"ANTC","Women in Prehistoric Society"
"ANTC","Women of East Asia"
"ANTC","Women, Muslim & World Culture"
"ANTC","World of The Vikings"
"ANTC","Youth and Language"
"ANTC","Zooarchaelogy"
"ANTH","Advanced Osteology"
"ANTH","Af Prmtes:Bio,Ev&Beh"
"ANTH","African Influence Cuban Cultur"
"ANTH","African Music"
"ANTH","Afro-AmerIcan Culture in US"
"ANTH","All American Women"
"ANTH","Amazon: Social & Culture"
"ANTH","Anth & Contemp Educ"
"ANTH","Anth Remote Sensing"
"ANTH","Anthro & Africa Today"
"ANTH","Anthro Demography"
"ANTH","Anthro of Israel"
"ANTH","Anthropology & Education"
"ANTH","Anthropology & History"
"ANTH","Anthropology Contempory Wars"
"ANTH","Anthropology and Energy"
"ANTH","Anthropology of Art"
"ANTH","Anthropology of Ethnicity"
"ANTH","Anthropology of Food"
"ANTH","Anthropology of Media"
"ANTH","Anthropology of Music & Art"
"ANTH","Anthropology of Race"
"ANTH","Anthropology of Science"
"ANTH","Anthropology of Time Use"
"ANTH","Applied Anthropology"
"ANTH","Arch of Mesoamer"
"ANTH","Arch:Mexico & Central America"
"ANTH","Archaeology : Colonialism"
"ANTH","Archaeology of Africa"
"ANTH","Archaeology of Europe"
"ANTH","Archaeology of Near East"
"ANTH","Archaeology of North America"
"ANTH","Archaeology of South Africa"
"ANTH","Archaeology(Core Course)"
"ANTH","Archeo:Selected Area"
"ANTH","Biological Anthropology"
"ANTH","Borders,Badl Trsntl Org Crime"
"ANTH","Callapse of Complex So"
"ANTH","Casual Expla Social Scientists"
"ANTH","Cognitive Anthropology"
"ANTH","Cognitive Linguistic"
"ANTH","Communication and Social Inter"
"ANTH","Contemp Cuban Cultur"
"ANTH","Country & City:Comp Persp"
"ANTH","Cross Cultural Methods"
"ANTH","Cultural Ecology"
"ANTH","Discourse Pragmatics"
"ANTH","Dynamics of Cultural Change"
"ANTH","Ecol Land Use Settlement"
"ANTH","Economic Anthropology"
"ANTH","Environmental Archeology"
"ANTH","Environmental Global & Culture"
"ANTH","Ethnicity & Nationalism"
"ANTH","Ethnicity, Gender & Disease"
"ANTH","Ethno:North Amer Ind"
"ANTH","Ethnoarchaeology"
"ANTH","Ethnol Mediterr Basn"
"ANTH","Ethnol of Asia"
"ANTH","Ethnology of Africa"
"ANTH","Ethnology of Brazil"
"ANTH","Ethnology of Caribbean"
"ANTH","Ethnology of Europe"
"ANTH","Ethnology of Latin America"
"ANTH","Ethnology of Near East"
"ANTH","Ethnology of South America"
"ANTH","Ethnology of Southeast Asia"
"ANTH","Ethnology of the USA"
"ANTH","European Race Reltns"
"ANTH","Evolution and System Theory"
"ANTH","Evolution of Human Nature"
"ANTH","Family & Household in Anthop"
"ANTH","Faunal Analysis"
"ANTH","Fdns of Evol Morphol"
"ANTH","Field Methods in Primatology"
"ANTH","Field Research"
"ANTH","Field Technolgy & Methods"
"ANTH","Folklore & Mythology"
"ANTH","Forced Migration"
"ANTH","Foundations of Anthropology"
"ANTH","Gangs and Criminal Community"
"ANTH","Gender & Development"
"ANTH","Gender in Anthro Perspective"
"ANTH","Gender in Archaeology"
"ANTH","Globalization and Culture"
"ANTH","Grammatical Analysis & Theory"
"ANTH","Historical Archaeo"
"ANTH","Historical Ecology"
"ANTH","History:Anthropological Theory"
"ANTH","Hominid Sites/East Africa"
"ANTH","Human Ecology & Pop Dynamics"
"ANTH","Human Evolutionary Adaptations"
"ANTH","Human Evolutionary Genetics"
"ANTH","Human Fossil Record"
"ANTH","Human Osteology"
"ANTH","Human Population Dynamics"
"ANTH","Human Rights of Indigns"
"ANTH","Human Skeletal Biology"
"ANTH","Human Variation"
"ANTH","Hunters and Gatherers"
"ANTH","Immigrant Employment NY"
"ANTH","Independent Study or Research"
"ANTH","Independent Study or Research2"
"ANTH","Int Cultural Anthro"
"ANTH","International Human Rights"
"ANTH","International Migration"
"ANTH","Intro to Museum Curation"
"ANTH","Jewish Diaspora Europe"
"ANTH","Kinship and Social Structure"
"ANTH","Language & Culture 3"
"ANTH","Language & Nationalism"
"ANTH","Language & Power"
"ANTH","Language and Body"
"ANTH","Language, Health & Medicine"
"ANTH","Law and Anthropology"
"ANTH","Ling Fld Techniques & Methods"
"ANTH","Linguistics (Core Course)"
"ANTH","Madagascar Biodiversity"
"ANTH","Master’s Thesis Seminar"
"ANTH","Med Anth:Politics Humanit Aid"
"ANTH","Medical Anthropology"
"ANTH","Mthds&Probs-Archeo"
"ANTH","Music&Revolutn:Mid East&Nth Af"
"ANTH","Myth of Equal Access"
"ANTH","Origins of Agriculture"
"ANTH","Peasant Societies"
"ANTH","Phonological Analysis & Theory"
"ANTH","Polish Eco Eastern Europe"
"ANTH","Polit Ecol & Environment Movet"
"ANTH","Political Anthropology"
"ANTH","Politics of Reproduction"
"ANTH","Postcards to Pinterest:Privacy"
"ANTH","Practice Museum Work"
"ANTH","Prehistoric Human Ecology"
"ANTH","Primate Conservation"
"ANTH","Primate Ecology"
"ANTH","Primate Ecology and Behavior"
"ANTH","Primate Ecosystems"
"ANTH","Primate Evolution"
"ANTH","Primate Paleontology"
"ANTH","Primate Reproduction Ecology"
"ANTH","Primate Social Behav"
"ANTH","Primates Evolut Genet & Behav"
"ANTH","Prod Exchange & Soc"
"ANTH","Psychological Anthropology"
"ANTH","Qualitative Mthd in Linguistic"
"ANTH","Quantitative Linguistics"
"ANTH","Quantitative Measures"
"ANTH","Quantitatve Data Ling Analysis"
"ANTH","Race Colonialism & Language"
"ANTH","Race and Ethnicity"
"ANTH","Regional Analysis"
"ANTH","Religion & Ideology"
"ANTH","Religious Words & Worlds"
"ANTH","Remote Sensing Lab"
"ANTH","Research Design in Anthro"
"ANTH","Rise of Civilization"
"ANTH","Secrecy & Culture in East Eur"
"ANTH","Sem Nomad Past & Dev"
"ANTH","Sem Reg Persp Anthro"
"ANTH","Sem S Eur Fam Soc"
"ANTH","Sem: Archaeology"
"ANTH","Sem: Creole Lang"
"ANTH","Sem: Lithic Analysis"
"ANTH","Sem: Rainforest Ecology"
"ANTH","Sem: Sov Apprch-Anth"
"ANTH","Sem: Urban Anthropology"
"ANTH","Sem:Analytical Mthd-Archeo"
"ANTH","Sem:Archeo Fld Mthds"
"ANTH","Sem:Ethnomusicol 2"
"ANTH","Sem:Exper Phys Anth"
"ANTH","Sem:Gendr & Develop"
"ANTH","Sem:Prehist Cul Ecol"
"ANTH","Semantic Research"
"ANTH","Seminar in Complex Societies"
"ANTH","Seminar in Economics"
"ANTH","Seminar in Ethnology"
"ANTH","Seminar in Linguistics"
"ANTH","Seminar in Primate Evolution"
"ANTH","Seminar in Sociolinguistics"
"ANTH","Socioecology :Great Apes"
"ANTH","Sociolgy Human Rights"
"ANTH","Source:Ancient Egypt"
"ANTH","Sp Prj: Remote Snsin"
"ANTH","Sp Tp Anthro China and Central"
"ANTH","Sp Tp Primate Disease Ecology"
"ANTH","Sp Tp Socl Media Lang Tech"
"ANTH","Space & Place: Anthropology"
"ANTH","Space & Time Ethnol Afr"
"ANTH","Space & Time Ethnology"
"ANTH","Space, Politics & Culture NYC"
"ANTH","Stories and Silences"
"ANTH","Time Alloc Analysis"
"ANTH","Unaccept Risk: Lang & Health"
"ANTH","Urban Archaeology"
"ANTH","Urban China"
"ANTH","Urban Ethnolinguist"
"ANTH","Visual Anthropology"
"ANTH","Women in Migration"
"ANTH","World of The Vikings"
"ANTH","Zooarchaelogy"
"ANTP","Advanced Osteology"
"ANTP","African Primate Conservation"
"ANTP","Biology of the Living Primates"
"ANTP","Ecosystems and Human Health"
"ANTP","Evol of Human Skeleton"
"ANTP","Evolu of Human Natur"
"ANTP","Evolution Morphology Foundat"
"ANTP","Evolution and Cognition"
"ANTP","Evolution of Human Nature"
"ANTP","Evolution of the Human Brain"
"ANTP","Field Methods in Primatology"
"ANTP","Hominid Sites East Africa"
"ANTP","Human Anatomy"
"ANTP","Human Evolution"
"ANTP","Human Evolutionary Adaptations"
"ANTP","Human Fossil Record"
"ANTP","Human Genetics"
"ANTP","Human Osteology"
"ANTP","Human Skeletal Biology"
"ANTP","Human Variation"
"ANTP","In Service"
"ANTP","Intro: Human Evolution-Lec"
"ANTP","Intro:Human Evolution-Lab"
"ANTP","Madgas Biodivsty,Cult/Consrv"
"ANTP","Prim Evol Genet&Behv"
"ANTP","Primate Conservation"
"ANTP","Primate Ecology & Behavior"
"ANTP","Primate Ecology and Behavior"
"ANTP","Primate Ecosystems"
"ANTP","Primate Evolution"
"ANTP","Primate Nutritional Ecology"
"ANTP","Primate Paleontology"
"ANTP","Primate Reproduction Ecology"
"ANTP","Sem in Sel Topics"
"ANTP","Sem:Rainforest Ecology"
"ANTP","Sp Tp Primate Disease Ecology"
"ANTP","The Human Species"
"ANTP","Theory of Evolution"
"ANTP","Tropical Forest Conservation"
"APLS","20th Cen Black Women Lit"
"APLS","Affirmative Action Debate"
"APLS","Afr Res & Lib Movmnt"
"APLS","Afr Wmn:Devl & Polts"
"APLS","Afr-Cntd Pdgms & Methd"
"APLS","Africa State & Soc"
"APLS","Africa and the World"
"APLS","Africa:Traditional Religions"
"APLS","Africa:War and Peace"
"APLS","African Amercans & Africa"
"APLS","African American Ethnohistory"
"APLS","African American History II"
"APLS","African American Prtst Fiction"
"APLS","African Americans & Prisons"
"APLS","African Centered Education"
"APLS","African Civilization"
"APLS","African Crit Theory"
"APLS","African Hist:Origin 1600 Cent"
"APLS","African History 1600 Cen-Pres"
"APLS","African Literature"
"APLS","African Music & Diaspora"
"APLS","African Political & Soc Change"
"APLS","African Politics through Film"
"APLS","African Roots in Brazil Mus"
"APLS","African Spirituality Diaspora"
"APLS","African Trading Healing System"
"APLS","African Trav Seminar"
"APLS","African World View:Ph Sy Thght"
"APLS","African-Amer Pol Soc Change"
"APLS","African-American History I"
"APLS","African-American Literature"
"APLS","African-Caribbean Culture"
"APLS","African-Caribbean Literature"
"APLS","Africana & PR Stds"
"APLS","Africn Inf in Amer"
"APLS","Afro-Amer Political Thought"
"APLS","Afro-American Women Writers"
"APLS","Afro-Americans and Africa"
"APLS","Afro-Caribbean Politics 2"
"APLS","Afro-Caribbean Politics I"
"APLS","Afro-Latin Community in NY"
"APLS","Afro-Latin Culture & History"
"APLS","Anthr African Colonial History"
"APLS","Anthro of Black & Latinx Youth"
"APLS","Anthropology of Black America"
"APLS","Anthropology of Race"
"APLS","Anti-Black Racism and the UN"
"APLS","Autob Special Theme in Blk Lit"
"APLS","Being Brown: Lat in US Pol Cul"
"APLS","Bilingualism"
"APLS","Black Aesthetics"
"APLS","Black Amer Civil Rights Yrs"
"APLS","Black Children’s Literature"
"APLS","Black Cinema in the Diaspora"
"APLS","Black Diaspora, Migration & Id"
"APLS","Black Economic History"
"APLS","Black Experience in Literature"
"APLS","Black Feminism"
"APLS","Black Genealogy"
"APLS","Black Internationalisms"
"APLS","Black Literature & Film"
"APLS","Black Music in the Americas"
"APLS","Black Popular Culture"
"APLS","Black Psychology"
"APLS","Black Social & Economic Hist"
"APLS","Black Theatre"
"APLS","Black Women Writers"
"APLS","Black Women’s Fiction"
"APLS","Black Women’s Narra: 1865-1965"
"APLS","Black and Latino Art"
"APLS","Black and Latino Masculinities"
"APLS","Blackness Latin Amer, Carb, US"
"APLS","Blacks in Labor and Politics"
"APLS","Blk Feminism African Diaspora"
"APLS","Car Pol His Slv-Prs"
"APLS","Caribbean Diaspora in Britain"
"APLS","Caribbean Immigrants"
"APLS","Caribbean Immigrants:NY"
"APLS","Caribbean Intellectual History"
"APLS","Caribbean Migration & NYC"
"APLS","Caribbean Migration & the US"
"APLS","Caribbean Short Story"
"APLS","Caribbean Short Story:Spanish"
"APLS","Caribbean Spanish"
"APLS","Caribbean Women Writers"
"APLS","Cmprtve Anlys 19&20C"
"APLS","Comp Span Carib Soc: 1600-1800"
"APLS","Conquest & Resistance: PR Exp"
"APLS","Construc Black Female Body"
"APLS","Contemp Interrel-Car"
"APLS","Contemp Intl Rel of Afro-Carib"
"APLS","Contemporary African Politics"
"APLS","Contemporary Black Writers"
"APLS","Contemporary Dominican Writers"
"APLS","Contemporary Latino Literature"
"APLS","Contempory African Women Wtrs"
"APLS","Cuba"
"APLS","Cuba: Hist, Politics & Society"
"APLS","Cult & Rev in Africa"
"APLS","Culture and Ethnic Identity"
"APLS","Developmt Strat in Afro-Carib"
"APLS","Digital Media&Africana Studies"
"APLS","Digital Sources/Meth:Afr Stud"
"APLS","Dom & Haiti Literature Culture"
"APLS","Dominican & Haitian Society"
"APLS","Dominican Identity"
"APLS","Dominican Literature"
"APLS","Dominican Migration"
"APLS","Dominican Thinkers"
"APLS","Early History of Latin America"
"APLS","Eco History of Puerto Ricans"
"APLS","Edu in Black & Latin Community"
"APLS","Environment Global & Culture"
"APLS","Ethnicity & American English"
"APLS","Fashion & ID in Slvry & Frdm"
"APLS","Field Trip Abroad"
"APLS","Field Trip Abroad 2"
"APLS","Fieldwork 1"
"APLS","Fieldwork 2"
"APLS","Folk Religion in Puerto Rico"
"APLS","Gender & Latino Migration"
"APLS","Gender & Sex Blk & Lat Comm"
"APLS","Gender Dynamics-Africa"
"APLS","Globalization & Cities"
"APLS","Gov’t & Pol of Africa"
"APLS","Growing Up Latino/Latina"
"APLS","Harlem:Interwar Years, 1918-39"
"APLS","Health Dispar, Gender & Policy"
"APLS","Hip Hop Feminisms"
"APLS","Hist of Resist in Afr Diaspora"
"APLS","Hist of the Domican Republic"
"APLS","Hist:Civilization Rights Move"
"APLS","History of Blacks in New York"
"APLS","History of Brazil"
"APLS","History of Jazz"
"APLS","History of PR Labor Movement"
"APLS","History:African American Women"
"APLS","Honors"
"APLS","In Service"
"APLS","Independant Study-Black Seq"
"APLS","Independent Study-PR Seq"
"APLS","Institution Racism"
"APLS","Int Ethnomus 2"
"APLS","Intro African Studies"
"APLS","Intro HipHop Culture & History"
"APLS","Intro Lit African Diaspora"
"APLS","Intro to African Cuban Culture"
"APLS","Intro to PR & Latino Studies"
"APLS","Intro-Ethnomsclgy I"
"APLS","Intro:Caribbean Hist:1900-Pres"
"APLS","Intro:Caribbean History - 1900"
"APLS","Introduction History of Haiti"
"APLS","Introduction to Black Politics"
"APLS","Islam & Christianity in Africa"
"APLS","Islam and Christianity in Afr"
"APLS","Language & Ethnicity"
"APLS","Language and Ethnic Identity"
"APLS","Latin Amer Politcal  Economy"
"APLS","Latina Fem Thought"
"APLS","Latina Life Stories"
"APLS","Latina Women"
"APLS","Latina Writing"
"APLS","Latina/o Urban Ethnography"
"APLS","Latino Communities in US"
"APLS","Latino Health:Anthrop Perspect"
"APLS","Latino Intlct Hist"
"APLS","Latino Literature"
"APLS","Latino Literature in English"
"APLS","Latino Media & Popular Culture"
"APLS","Latino Music"
"APLS","Latino Politics"
"APLS","Latino Pop Culture"
"APLS","Latino Voices, Immgrt & Identi"
"APLS","Latino, Gender & Sexuality"
"APLS","Latino/Puerto Rican"
"APLS","Latinos and Citizenship"
"APLS","Latinos and US Citizenship"
"APLS","Ldshp & Mvts PR/Latino Urb Com"
"APLS","Leaders & Movements-Black Comm"
"APLS","Lit of PR/Latino Migration"
"APLS","Lit of Post Clnl Cit"
"APLS","Major Puerto Rican Figures"
"APLS","Making a Difference:"
"APLS","Malcolm X-Kingvsracsm"
"APLS","Malcolm X:History & Phil"
"APLS","Men:Afrikan Diaspora"
"APLS","Mod African International Rel"
"APLS","Modern Nigeria"
"APLS","Modern South Africa"
"APLS","Mult. Pers: Latino"
"APLS","Mus:Caribbean & Latin Amer"
"APLS","Music & Sports in Caribbean"
"APLS","Music of Africa"
"APLS","New Mvmt Africana Lat Theater"
"APLS","Nile Valley Civilization"
"APLS","P.R. Nat’l Ident in Lit"
"APLS","PR & International Community"
"APLS","PR & Other Hispanic Women"
"APLS","PR History Since 1898"
"APLS","PR in US as a Literary Theme"
"APLS","PR/Lat Child North Amer School"
"APLS","Pan Africa History, Culture"
"APLS","Pan-Africanism"
"APLS","Perf the Indiv/Comm."
"APLS","Pol Econ Caribbean"
