"cuny_subject","short_title"
"ART","Bachelor of Fine Arts Thesis I"
"ART","Bachelorof Fine Arts Thesis II"
"ART","Basic Drawing"
"ART","Broadcast Design"
"ART","Ceramic Sculpture"
"ART","Ceramics I"
"ART","Ceramics II"
"ART","Ceramics III"
"ART","Comp Model & Design II"
"ART","Computer Animation I"
"ART","Computer Animation II"
"ART","Computer Modeling & Design II"
"ART","Computer Modeling and Design"
"ART","Computer Modeling and Design I"
"ART","Design"
"ART","Digital Media Prod:Advc-Narrtv"
"ART","Digital Media Prod:TheoryPract"
"ART","Digital Multimedia"
"ART","Drawing"
"ART","Drawing for Animation"
"ART","Elmnts Of Visual Com"
"ART","Field Methods in Photography"
"ART","First-Year Graduate Seminar"
"ART","Fund Wheel Thrown Ceramics"
"ART","Fund.Ceram.Hand Bldg"
"ART","Imaging/Appl To Www1"
"ART","Ind Std Comp Imaging"
"ART","Independent Research"
"ART","Independent Study"
"ART","Intro Digital Imaging"
"ART","Intro to 2-Dimensional Design"
"ART","Intro to Digital Imaging"
"ART","Intro-3 Dimensional Design"
"ART","Introduction to Animation"
"ART","Introduction to Painting"
"ART","Introduction to Photography"
"ART","Introduction to Printmaking"
"ART","Introduction to Sculpture"
"ART","Life Drawing"
"ART","Masters Project"
"ART","Master’S Studio/Sem."
"ART","Master’s Thesis I"
"ART","Master’s Thesis II"
"ART","Mechanical Drawing"
"ART","Observation & the Visual Exp"
"ART","Painting"
"ART","Photography"
"ART","Portraiture in Painting"
"ART","Printmaking Workshop"
"ART","Profess Exp in the Fine Arts"
"ART","Professional Pract-Visual Arts"
"ART","Relativity of Color"
"ART","Sculpture"
"ART","Sem In Contempy Art"
"ART","Seminar In Contemporary Art"
"ART","Senior Project"
"ART","Special Topics in Studio Art"
"ART","Studio Photography"
"ART","The Artist’s Multiple"
"ART","The Fine Print"
"ART","Topics in Computer Imaging"
"ART","Variable Topics in Studio Art"
"ART","Watercolor"
"ARTH","Art Rev West; Neo-Clas, Roman"
"ARTH","Art US Colonial Time Civil War"
"ARTH","Art as a Human Value"
"ARTH","Art of Africa"
"ARTH","Art of China"
"ARTH","Art of India & Southeast Asia"
"ARTH","Art of Japan"
"ARTH","Art of Medieval Europe"
"ARTH","Art of the Early Renaissance"
"ARTH","Art of the South Pacific"
"ARTH","Art-High Renaissance"
"ARTH","Baroque Art"
"ARTH","Contemporary Art"
"ARTH","Egyptian and Near Eastern Art"
"ARTH","Greek and Roman Art"
"ARTH","Impressionism & Post-Impress"
"ARTH","Impressnsm &Post Imp"
"ARTH","Independent Research"
"ARTH","Int His Arts-Afr,Americas&SPac"
"ARTH","Int His Non-West Art"
"ARTH","Intership in Art History"
"ARTH","Intro His Modern Art"
"ARTH","Intro His Modern Art 19&20 Cen"
"ARTH","Intro to Hist European Art"
"ARTH","Intro-Hstry Latin American Art"
"ARTH","Introduction to Hist Asian Art"
"ARTH","Islamic Art"
"ARTH","Modern Architecture"
"ARTH","Modern Art"
"ARTH","Modern Painting"
"ARTH","Modern Sculpture"
"ARTH","Non-West Impct W Art"
"ARTH","North American Indian Art"
"ARTH","Pre-Columbian Art"
"ARTH","Primitive Art"
"ARTH","Renaissance Art"
"ARTH","Research in Art History"
"ARTH","Semin-Art Of Pacific"
"ARTH","Seminar"
"ARTH","Seminar in Contemporary Art"
"ARTH","Seminar- The Art of Africa"
"ARTH","Spec Prob In His Art"
"ARTH","Special Topics in Art History"
"ARTH","The History of Photography"
"ARTH","The Splendor of Persia"
"ARTH","Theory and Criticism of Art"
"ARTH","Trad&Innovation in Art of West"
"ARTH","Trad&Innovatn-W Art"
"ARTH","US Art from Civil War-Present"
"ASTR","Astronomy of Solar Systems"
"ASTR","Astronomy of Stellar Systems"
"ASTR","Astronomy of the Solar System"
"ASTR","Astrophysics"
"ASTR","General Astronomy I"
"ASTR","General Astronomy II"
"ASTR","Introduction to Astronomy"
"ASTR","Introduction to the Universe"
"ASTR","Solar Astronomy"
"ASTR","Stellar Astronomy"
"BIOL","Advanced Oceanography"
"BIOL","Advanced Study"
"BIOL","Anatomy and Physiology I"
"BIOL","Anatomy and Physiology II"
"BIOL","Bio Data Analysis&Intrprtation"
"BIOL","Biochem Of Diffrentn"
"BIOL","Biogeography"
"BIOL","Bioinformatics"
"BIOL","Biological Chemistry"
"BIOL","Biological Data Analysis/Inte"
"BIOL","Biological Fine Structure"
"BIOL","Biological Systematics"
"BIOL","Biology Journal Review"
"BIOL","Biology Seminar"
"BIOL","Biology of Aquatic Organisms"
"BIOL","Biostatistics."
"BIOL","Cell Bio & Electron Microscopy"
"BIOL","Cell Biology"
"BIOL","Cell Phys & Biochem"
"BIOL","Cell Physiology"
"BIOL","Colloquium"
"BIOL","Com Morp Vas Pl-Lec"
"BIOL","Comp Anat Of Verteb"
"BIOL","Comp Physio & Biochem"
"BIOL","Comparative Animal Physiology"
"BIOL","Comparative Morphology-Lab"
"BIOL","Cytology: Lecture"
"BIOL","Drugs, Brain and Behavior"
"BIOL","Ecology"
"BIOL","Endocrine Physiology"
"BIOL","Evol of Fem/Male Behavior Pref"
"BIOL","Evoltn, Species & Biogeography"
"BIOL","Exper. Parasit:Lab"
"BIOL","Exper. Parasit:Lec."
"BIOL","Experimental Microbiology"
"BIOL","Explorations in Biology Media"
"BIOL","Fish & Fisheries Bio: Lecture"
"BIOL","Fish&Fishres Bio-Lab"
"BIOL","Flowering Plants"
"BIOL","Genetics"
"BIOL","Genetics of Man"
"BIOL","Genomics and Human Health"
"BIOL","Grntsmnshp-art dev rsrch prpsl"
"BIOL","Growth & Dev High Plants"
"BIOL","Growth&Dev of Lower Plants"
"BIOL","Honors in Biological Sciences"
"BIOL","Human Biology"
"BIOL","Human Biology of Systems"
"BIOL","Human Body & Brain Laboratory"
"BIOL","Human Body and Brain"
"BIOL","Human Physiology"
"BIOL","Ichthyology"
"BIOL","Ichthyology Laboratory"
"BIOL","Independent Doctoral Research"
"BIOL","Intro Experimntl Bio"
"BIOL","Intro-Ecologicl Environmenalsm"
"BIOL","Introduction to Ethnobotany"
"BIOL","Introduction to Experiment"
"BIOL","Introduction to Immunology"
"BIOL","Invertebrate Zoology"
"BIOL","Invertebrate Zoology Lab"
"BIOL","Lab: Electron, Microscopy, Cyt"
"BIOL","Laboratory in Endocrinology"
"BIOL","Mammalian Histology"
"BIOL","Mammalian Physiology"
"BIOL","Marine Biology Laboratory"
"BIOL","Marine Biology Lectures"
"BIOL","Marine Ecology: Laboratory"
"BIOL","Marine Ecology: Lecture"
"BIOL","Masters Comprehensive"
"BIOL","Mathematical Bio-Lab"
"BIOL","Mathematical Biology: Lecture"
"BIOL","Medical Microbiology"
"BIOL","Microbial Phys/Gene."
"BIOL","Microbial Physiology"
"BIOL","Microbiology"
"BIOL","Modeling Cellular Networks"
"BIOL","Molecular Biology"
"BIOL","Molecular Genetics"
"BIOL","Neural Dev:Genes&Cellsto Brain"
"BIOL","Neural Development Laboratory"
"BIOL","Neurophysiology"
"BIOL","Neurophysiology Laboratory"
"BIOL","Paleobotany: Laboratory"
"BIOL","Paleobotany: Lecture"
"BIOL","Parasitology"
"BIOL","Parasitology Laboratory"
"BIOL","Phys&Biochem-Differn"
"BIOL","Phys&Taxonomy of Fungi"
"BIOL","Physiological Ecology: Lab"
"BIOL","Physiological Ecology: Lecture"
"BIOL","Phytochemistry: Laboratory"
"BIOL","Phytochemistry: Lecture"
"BIOL","Plant Biochemistry"
"BIOL","Plant Ecology: Laboratory"
"BIOL","Plant Ecology: Lecture"
"BIOL","Plant Growth and Development"
"BIOL","Plant Molec Bio Lec"
"BIOL","Plant Molecular Biology: Lab"
"BIOL","Plant Morphogen Lecture"
"BIOL","Plant Morphogenesis: Lecture"
"BIOL","Plant Morphogens-Lab"
"BIOL","Plant Physiology"
"BIOL","Plant Physiology: Laboratory"
"BIOL","Plant Physiology: Lecture"
"BIOL","Plant Systematics: Laboratory"
"BIOL","Plant Systematics: Lecture"
"BIOL","Plants and People"
"BIOL","Princip of Biology:Cells&Genes"
"BIOL","Principles of Biol: Organisms"
"BIOL","Principles of Virology"
"BIOL","Problems in Ecology"
"BIOL","Problems in Microbiology"
"BIOL","Protozoology"
"BIOL","Seminar in Biochemistry"
"BIOL","Seminar in Biology"
"BIOL","Seminar in Special Topics"
"BIOL","Spec Topics Bio Chem"
"BIOL","Special Topics in Physiology"
"BIOL","Statistics for Bio Research"
"BIOL","Studies in Biology"
"BIOL","Taxon Vasc Plant Lab"
"BIOL","Taxonomy of Vasc Plants-Lec"
"BIOL","The Biology of Insects"
"BIOL","Thesis Research"
"BIOL","Topics in Economic Botany"
"BIOL","Topics in Genetics"
"BIOL","Topics in Urban Ecology"
"BIOL","Tutorial"
"BIOL","Vertebrate Embryology"
"BIOL","Vertebrate Endocrinology"
"BIOL","Virology"
"BLST","Afr Protest&Soc Chng"
"BLST","African Family Systems"
"BLST","Afro-Am Theatre &Dnc"
"BLST","Afro-Caribbean Heritage"
"BLST","Anc Egypt & Africa"
"BLST","Contemp Afr-Wrld Pol"
"BLST","Gov-Pol Afr S Of Sah"
"BLST","History of African-Americans"
"BLST","History of East Africa"
"BLST","History of West Africa"
"BLST","Intro-African Stdies"
"BLST","Meth Tchng Blk Study"
"BLST","Modern Africa"
"BLST","Music In Afric Socty"
"BLST","Musical Trad Afro-Am"
"BLST","Perspectives on Central Africa"
"BLST","Social Pathology"
"BLST","Theory&Prac Soc Acct"
"BOTA","Basic Botany"
"BOTA","Ecology"
"BOTA","Evolutionary Biology"
"BOTA","Field Botany"
"BOTA","General Genetics"
"BOTA","Morphology of Flowering Plants"
"BOTA","Paleobotany"
"BOTA","Physiology of Plants"
"BOTA","Plant Form and Function"
"BOTA","Systematic Botany"
"BUAD","Business Consulting"
"BUAD","Business Law I"
"BUAD","Business Law II"
"BUAD","Business Leadership in Action"
"BUAD","Business Presentation"
"BUAD","Business Statistics I"
"BUAD","Commercial Transactions"
"BUAD","Consumer Behavior"
"BUAD","Consumer Economics"
"BUAD","Corporation Finance"
"BUAD","Data Presentation"
"BUAD","E-Business"
"BUAD","Finances-Hea Car Adm"
"BUAD","Foundations of Business Leader"
"BUAD","Global Marketing"
"BUAD","Honors Proj Bus Adm"
"BUAD","Hospitality Management Fieldwk"
"BUAD","Hum Resrc Mgt-Hlth Srvs"
"BUAD","Human Resource Management"
"BUAD","Ind Study Bus Admin"
"BUAD","Intermediate Bus. Stats II"
"BUAD","Internatnl Economics"
"BUAD","Internet Law"
"BUAD","Internship in Business"
"BUAD","Intl Bus Mgmnt"
"BUAD","Intro - Social Media Marketing"
"BUAD","Intro to Hospitality Managemnt"
"BUAD","Labor Economics"
"BUAD","Labor Relations"
"BUAD","Legal Issues in Health Care"
"BUAD","Macro Foundation Bus"
"BUAD","Managed Health Care"
"BUAD","Management Decision Making"
"BUAD","Management-HealthOrganizations"
"BUAD","Managerial Economics"
"BUAD","Marketing App - Digital World"
"BUAD","Marketing Management"
"BUAD","Marketing Research"
"BUAD","Micro Foundation Bus"
"BUAD","Org Behavior and Development"
"BUAD","Practical Applctn: aPHR Theory"
"BUAD","Principles of Finance"
"BUAD","Principles of Management"
"BUAD","Real Estate Financial Modeling"
"BUAD","Real Estate Investment & Mgmt"
"BUAD","Rescrh&Prg Eval Health Serv Ad"
"BUAD","Security & Investment Analysis"
"BUAD","Strategic Hospitality Mngmnt"
"BUAD","Strategic Management"
"BUAD","Strgc Mgmt: Hlth Plan Comp Env"
"BUAD","U.S Residential Mortgage Mrkts"
"BUAD","Using Social Media Marketing"
"BUAD","Working with Data"
"BUSI","Applied Marketing Research"
"BUSI","Capital Budgeting"
"BUSI","Comp Info Systems Managers"
"BUSI","Contemp Issues in Mrktng"
"BUSI","E-Business in a Global Setting"
"BUSI","Economic Analysis for Managers"
"BUSI","Employee Train & Develop"
"BUSI","Financial Management"
"BUSI","Financial Statements Analysis"
"BUSI","Graduate Research Project in B"
"BUSI","Human Resource Management"
"BUSI","Indep Grad Study in Business"
"BUSI","International HR Management"
"BUSI","International Marketing Mgmt"
"BUSI","Internationalfin.Mgt"
"BUSI","Internet Law in a Global Setti"
"BUSI","Investment Analysis"
"BUSI","Labor Economics"
"BUSI","Labor Management Relations"
"BUSI","Mgt Global Enviorn."
"BUSI","Mng.Group&Inter.Dyna"
"BUSI","Money and Banking"
"BUSI","Organizational Behavior"
"BUSI","Quantitative Analysis Managers"
"BUSI","Sem. Ethical Iss Mgt"
"BUSI","Sem. Strategic Mgmt"
"CHEM","Adv Organic Chem Lec"
"CHEM","Advanced Inorganic Chemistry"
"CHEM","Advanced Laboratory Techniques"
"CHEM","Biochemistry"
"CHEM","Biochemistry I"
"CHEM","Biochemistry II"
"CHEM","Biochemistry Laboratory"
"CHEM","Chemical Investigations"
"CHEM","Chemical Research"
"CHEM","Chemistry Seminar"
"CHEM","Clinical Chemistry"
"CHEM","Elements of Chemistry"
"CHEM","Elements of Chemistry I"
"CHEM","Elements of Chemistry II"
"CHEM","Essntls Organic Chemistry Lec1"
"CHEM","Essntls of Gen Chemistry-Lab"
"CHEM","Essntls of Gen Chemistry-Lec"
"CHEM","Essntls of Orgnc ChemistryLBII"
"CHEM","General Chemistry 2"
"CHEM","General Chemistry I"
"CHEM","General Chemistry Lab ll"
"CHEM","General Chemistry Laboratory I"
"CHEM","Inorganic Chemistry"
"CHEM","Instrumental Analysis"
"CHEM","Instrumental Methods Analysis"
"CHEM","Intr Physical Chem 2"
"CHEM","Intradisciplinary Studies"
"CHEM","Intro Che Lab 2"
"CHEM","Intro Chem Lab 1"
"CHEM","Intro Forensic Sci"
"CHEM","Intro Phys Chem Lab"
"CHEM","Intro Physical Chem I"
"CHEM","Intro to Inorganic Chem Lab"
"CHEM","Introduction to Biochemistry"
"CHEM","Introductory Chemistry I"
"CHEM","Introductory Chemistry II"
"CHEM","Medicinal Chemistry"
"CHEM","Organic Analysis"
"CHEM","Organic Chem Lab II"
"CHEM","Organic Chemistry Laboratory I"
"CHEM","Organic Chemistry Lecture I"
"CHEM","Organic Chemistry Lecture II"
"CHEM","Phys Chem Course: Quantum Chem"
"CHEM","Phys Chem Lab Kinetic & Thermo"
"CHEM","PhysChem:Kinetic&Thermodynamic"
"CHEM","Physical Chem Lab-Quantum Chem"
"CHEM","Prep General Chemist"
"CHEM","Quantitative Analysis"
"CHEM","Quantum Chemistry"
"CHEM","Selected Topics in Chemistry"
"CHEM","Stds Analytical Chem"
"CHEM","Studies in Biochemistry"
"CHEM","Studies in Inorganic Chemistry"
"CHEM","Studies in Organic Chemistry"
"CHEM","Studies in Physical Chemistry"
"CHEM","Topcs-Mod Orgnc Chem"
"CHIN","Adv: Foreign Langage Study"
"CHIN","Advanced Chinese I"
"CHIN","Advanced Chinese II"
"CHIN","Elementary Chinese I"
"CHIN","Elementary Chinese II"
"CHIN","Indiv Intermed For Lang Stdy"
"CHIN","Intermediate Chinese I"
"CHIN","Intermediate Chinese II"
"CLAS","300-Level Elective"
"CLAS","Greek & Roman Trag- Engl Trans"
"CLAS","Synthesis of Classical Culture"
"CMGI","Broadcast Design"
"CMGI","Computer Animation I"
"CMGI","Computer Animation II"
"CMGI","Computer Modeling & Design II"
"CMGI","Computer Modeling and Design I"
"CMGI","Digital Media Prod:Advc-Narrtv"
"CMGI","Digital Media Prod:TheoryPract"
"CMGI","Digital Multimedia"
"CMGI","Imaging/Appl To Www1"
"CMGI","Indep Study in Comp Imaging"
"CMGI","Introduction to Animation"
"CMGI","Senior Project"
"CMGI","Topics in Computer Imaging"
"CMIS","Cmp Prog.Info Proc I"
"CMIS","Comp Prgm Info Proc II"
"CMIS","Computer Graphics in Business"
"CMIS","Computer Grp Productivity Tool"
"CMIS","Computer Information Systems"
"CMIS","Computer Literacy"
"CMIS","Computer System Fundamentals"
"CMIS","Data Comms & Dist Netwks"
"CMIS","Database Desgn&Prog"
"CMIS","E-Commerce"
"CMIS","Int Spreadsheet Analysis"
"CMIS","Inter Lvl Tpc Cmp Ap"
"CMIS","Internship In Cis"
"CMIS","Intr Systems Analysis & Design"
"CMIS","Intro Database Mgmt"
"CMIS","Intro Local Area Netwrk"
"CMIS","Intro Operatng Systs"
"CMIS","Intro To Operat. Sys"
"CMIS","Local Area Networks (LAN’s)"
"CMIS","Microcomputer Architecture"
"CMIS","Network Introduction"
"CMIS","Network Security"
"CMIS","Pract Unix:Prog&Syst"
"CMIS","Spreadsheet Des&Prog"
"CMIS","The Internet"
"CMIS","Topics Computer Applications"
"CMSC","Analysis of Algorithms"
"CMSC","Artificial Intelligence"
"CMSC","Automata Theory"
"CMSC","Basic&Cmp Asstd Inst"
"CMSC","Cmp Prog Inf Proc Ii"
"CMSC","Combin & Graph Algorith"
"CMSC","Communicating Robots"
"CMSC","Comp Progrmng in Fortran"
"CMSC","Comp.Organizationlab"
"CMSC","Compiler Construction"
"CMSC","Computability Theory"
"CMSC","Computational Tools Bioinforma"
"CMSC","Computer Graphics"
"CMSC","Computer Organization"
"CMSC","Computer Programming in C++"
"CMSC","Computer Programming in Java"
"CMSC","Computer Thinking for Educator"
"CMSC","Cryptography"
"CMSC","Data Struct & Algrms II"
"CMSC","Data Struct & Algrthms I"
"CMSC","Data Structures&Algorithms-Edu"
"CMSC","Database Systems"
"CMSC","E-commerce Technologies"
"CMSC","Elem Disc Struc&Appl"
"CMSC","Image Processing"
"CMSC","Ind Study in Comp Science"
"CMSC","Independent Study"
"CMSC","Independent Study 3"
"CMSC","Internet Programming"
"CMSC","Internship in Computer Science"
"CMSC","Intro Enterprise Cmp"
"CMSC","Intro to Enterp Computing"
"CMSC","Introduction to Networks"
"CMSC","Linear Prg&Oper Res"
"CMSC","Logo & Comp-Assisted Instruct"
"CMSC","Master’s Thesis Research"
"CMSC","Mastrs Comprehensive"
"CMSC","Mobile Programming"
"CMSC","Modeling Cellular Networks"
"CMSC","Network Systems Lab"
"CMSC","Numerical Analysis"
"CMSC","Numerical Methods"
"CMSC","Object Oriented Techniques"
"CMSC","Operating Systems"
"CMSC","Parallel Algorithms&Architect"
"CMSC","Princ-Commnctn Netwk"
"CMSC","Prog.Non-Com.Sci Maj"
"CMSC","Programming Languages"
"CMSC","Programming Methods I"
"CMSC","Programming Methods I for Educ"
"CMSC","Programming Methods II"
"CMSC","Programming Methods II for Edu"
"CMSC","Programming in Pascal"
"CMSC","Programming in Visual Basic"
