"cuny_subject","short_title"
"BIOL","Biostatistics"
"BIOL","Biotech & Biopharm"
"BIOL","Biotech&Biopharm Lab"
"BIOL","Cell Biology"
"BIOL","Clinical Microbiology"
"BIOL","Clinical Microbiology - Lab"
"BIOL","Comparative Physiology"
"BIOL","Conservation Biology"
"BIOL","Developmental Biology"
"BIOL","Ecology"
"BIOL","Environmental Biology"
"BIOL","Evolution"
"BIOL","Exp Biochem & Mole"
"BIOL","First-Year Seminar in Biology"
"BIOL","Genetics"
"BIOL","Genetics - Lab"
"BIOL","Histology"
"BIOL","Histology - Lab"
"BIOL","Human Biology"
"BIOL","Human Struct&Fun-Lab"
"BIOL","Human Structure and Function"
"BIOL","Immunology"
"BIOL","Immunology - Lab"
"BIOL","Independent Study"
"BIOL","Invertebrate Biology"
"BIOL","Laboratory in Neurobiology"
"BIOL","Microbiology"
"BIOL","Microbiology - Lab"
"BIOL","Molecular B&Bt Lab"
"BIOL","Molecular Bio&Biotch"
"BIOL","Neurobiology"
"BIOL","Nutrition"
"BIOL","Pathophysiology"
"BIOL","Physiology of Plants"
"BIOL","Principles II - Lab"
"BIOL","Principles of Inheritance"
"BIOL","Special Topics in Biology"
"BIOL","The Biology of Aging"
"BIOL","Thry & Experiment Biotechno"
"BIOT","Bioinformatics"
"BIOT","Biotech&Biopharm Lab"
"BIOT","Biotechnology & Biopharm"
"BIOT","Comp Bio & Mole Dsgn"
"BIOT","Introduction to Biotechnology"
"BIOT","Special Topics Btec"
"BIOT","Theory & Exp-Biotec"
"BLST","3rd World Consciousness-Africa"
"BLST","Afr Am Religion & Relig Pract"
"BLST","Africa&Columbian Exc"
"BLST","Black American Culture"
"BLST","Black Exp in South Africa"
"BLST","Black Experience in Caribbean"
"BLST","Black Revolutionary Thought"
"BLST","Blk Women Atlantic W"
"BLST","Boys To Men"
"BLST","Caribbean Literature"
"BLST","Civil Rights Movemnt"
"BLST","Directed Study"
"BLST","Environmentl Justice"
"BLST","Folklore"
"BLST","Heritage, Culture, and Memory"
"BLST","Hitoriography Blst"
"BLST","Introduction to Africa"
"BLST","Introduction to Black Studies"
"BLST","Legacy Slavery In Us"
"BLST","Mass Media,Internet"
"BLST","Qualitative Research Methods"
"BLST","Race & Racism"
"BLST","Race, Housing, and Community"
"BLST","Role Of Blk Amer Eco"
"BLST","Seminar"
"BLST","Social Movements African Diasp"
"BLST","Urban Of Contemp Am"
"BLST","Urbanization Africa"
"BLST","Western African Literature"
"BUAD","Airport Planning & Management"
"BUAD","Aviation Financial Management"
"BUAD","Aviation Internship"
"BUAD","Aviation Operations"
"BUAD","Business Intelligence"
"BUAD","Business Law II"
"BUAD","Business Law and Ethics"
"BUAD","Business Law/Digital Forensics"
"BUAD","Communities, Social Network"
"BUAD","Comp App Mortgage Fn"
"BUAD","Computer App In Bus"
"BUAD","Data Mining Analytics"
"BUAD","Digital Technologies in Org"
"BUAD","E-Business Technology"
"BUAD","Employee Relations"
"BUAD","Enterprise Resource Planning"
"BUAD","Enterprise Risk Mngmnt & Ins"
"BUAD","Entrepreneurship Basics"
"BUAD","Entrepreneurship Plans"
"BUAD","Ethics,Gov&Account"
"BUAD","Fair Housing&Lending"
"BUAD","Family Business"
"BUAD","Fundamentals of Cybersecurity"
"BUAD","HR Training & Development"
"BUAD","Health Care Management"
"BUAD","Human Computer Interaction"
"BUAD","Human Resource Management"
"BUAD","Indep Study in Mgmnt"
"BUAD","Independent Study in Marketing"
"BUAD","Info System Security Managemnt"
"BUAD","Information Retrieval"
"BUAD","Information System Project Mgt"
"BUAD","International Bus"
"BUAD","International Competitiveness"
"BUAD","International Log&Trans"
"BUAD","Internl Supply Chain"
"BUAD","Intro Management Info Systems"
"BUAD","Intro Unmanned Aerial Systems"
"BUAD","Intro to Program Bus Analytics"
"BUAD","Introduction to Business"
"BUAD","Labor Rel & Collect Bargains"
"BUAD","Lending Programs"
"BUAD","Logistics Management"
"BUAD","Management Information Systems"
"BUAD","Management Theory and Practice"
"BUAD","Management of Compensation"
"BUAD","Managemnt Internat’l Corp"
"BUAD","Managing Change and Innovation"
"BUAD","Office Information Systems"
"BUAD","Organizational Knowledge Mgmt"
"BUAD","Procurement Management"
"BUAD","Production Control"
"BUAD","Production/Op Mgmnt"
"BUAD","Records Management and Preserv"
"BUAD","Strategic Cost Management"
"BUAD","Strategic Management"
"BUAD","Supply Chain Mangmnt"
"BUAD","Supply Chain Modeling"
"BUAD","Systems Analysis and Design"
"BUAD","Transportation Management"
"CERT","Certified Full Time"
"CHEM","Adv Physical Chem"
"CHEM","Advanced Topics in Chemistry"
"CHEM","Biochemistry"
"CHEM","Biochemistry I"
"CHEM","Biochemistry II"
"CHEM","Chemical Calculations"
"CHEM","Chemical Principles 1 - Lab"
"CHEM","Chemical Principles I"
"CHEM","Chemical Principles II"
"CHEM","Chemical Principles II - Lab"
"CHEM","Chemistry in Our Time"
"CHEM","Environmental Chemistry"
"CHEM","Essentials Coll Chem Lab"
"CHEM","Essentials Coll Chemistry"
"CHEM","Esstl Coll Chem Lab"
"CHEM","Esstls Coll Chem"
"CHEM","Esstls Organ Chem"
"CHEM","Experiments Bio Chem"
"CHEM","Heterocyclic Chem"
"CHEM","Independent Study"
"CHEM","Inorganic Chemistry"
"CHEM","Instmtl Mthd Analys"
"CHEM","Instrumental Analysis I"
"CHEM","Instrumental Analysis II"
"CHEM","Lab in Org Chemistry"
"CHEM","Medicinal Chemistry"
"CHEM","Organic Chemistry I"
"CHEM","Organic Chemistry II"
"CHEM","Physical Chem: Drug Proceses"
"CHEM","Physical Chem: Quantum Chem"
"CHEM","Physical Chem: Thermodynamics"
"CHEM","Physical-Inorg Lab"
"CHEM","Principles Of Chem I Lab"
"CHEM","Principles Of Chem II Lab"
"CHEM","Principles of Chemistry I"
"CHEM","Principles of Chemistry II"
"CHEM","Special Topics in Chemistry"
"CHEM","Struct&Mech Biochem"
"CHEM","Techniques of Organic Chem I"
"CHEM","Techniques of Organic Chem II"
"CHEM","Toxicology"
"CHIN","Elementary Chinese I"
"CHIN","Elementary Chinese II"
"CHIN","Intermediate Chinese I"
"CHIN","Intermediate Chinese II"
"CLLS","Advanced Hematology"
"CLLS","Anat & Phys"
"CLLS","Clinical Bacteriology"
"CLLS","Clinical Chemistry"
"CLLS","Clinical Immunoserology"
"CLLS","Clinical Internshp 1"
"CLLS","Clinical Lab Internship II"
"CLLS","Coagulation"
"CLLS","Diagnostic Technique"
"CLLS","Immuno-Hematology"
"CLLS","Intro Hematology/Phlebotomy"
"CLLS","Mycology&Parasitolgy"
"CLLS","Seminar Prof Issues"
"CLLS","Tissue Techniques"
"CLLS","Urinalysis and Body Fluids"
"CLTM","Clinical Epidemology"
"CLTM","Clinical Trial Data Management"
"CLTM","Clinical Trial Implementation"
"CLTM","Clinical Trial Mgmt Capstone"
"CLTM","Clinical Trial Project Mgmt"
"CLTM","Clinical Trial Quality"
"CLTM","Drug Safety and Pharmacovigila"
"CLTM","Ethical Consideration Clinical"
"CLTM","Foundation Regulatory Affairs"
"CLTM","Global Regulatory Affairs"
"CLTM","Intro to Medical Writing"
"CLTM","Introduction to Clinical Trial"
"CLTM","Medical Writing"
"CLTM","Medical Writing: Drugs"
"CLTM","Medical Writing: Investigation"
"CLTM","SAS Programming"
"CMSC","Advanced Topics"
"CMSC","Algorithm Design and Analysis"
"CMSC","Algorithms and Data Structures"
"CMSC","Artificial Intelligence"
"CMSC","Assembly Language Programming"
"CMSC","Automata&Computablty"
"CMSC","Business Programming"
"CMSC","Computer Architecture"
"CMSC","Computer Graphics"
"CMSC","Computer Science I"
"CMSC","Computer Science II"
"CMSC","Computer Science Lib Art Elec"
"CMSC","Cryptography"
"CMSC","Data Communications I"
"CMSC","Data Communications II"
"CMSC","Database Systems"
"CMSC","Guided Study In CS"
"CMSC","Independent Study"
"CMSC","Independent Study in CS"
"CMSC","Intro Computational Thinking"
"CMSC","Intro Data Base Mngt"
"CMSC","Network Computing"
"CMSC","Object-Oriented Programming"
"CMSC","Operating Systems"
"CMSC","Princ Of Pgrm Langs"
"CMSC","Software & Web Applications"
"CMSC","Software Development"
"CMSC","Software Engineering"
"CMSC","Topic Computing/Info Syst Mgmt"
"CMSC","Unix Operating System"
"CMSC","Windows Programming"
"COMT","Cinematography"
"COMT","Communications Tech NLA Elec"
"COMT","Digital Storytelling"
"COMT","Final Project-Senior Seminar"
"COMT","Foundations In Comms Tech"
"COMT","Hacking and Building"
"COMT","Internship"
"COMT","Intro Motion Graphic"
"COMT","Multimedia Sound Production"
"COMT","Online Communities"
"COMT","Portfolio Design"
"COMT","Portrait Documentary"
"COMT","Principles of the Moving Image"
"COMT","Special Topics - Production"
"COMT","Special Topics - Seminar"
"COMT","Studio Television Production"
"COMT","Telecommunications"
"COMT","User Experience Design"
"COMT","Web Design I"
"COMT","Web Design II"
"COMT","Web Development I"
"COMT","Web Development II"
"COMT","Webcasting"
"CREO","Creole Writing and Composition"
"CREO","Elementary Creole I"
"CREO","Elementary Creole II"
"CREO","Haitian Novel"
"CREO","Haitian Poetry"
"CREO","Haitian Theater"
"CREO","Intermediate Creole I"
"CREO","Intermediate Creole II"
"CREO","Masterpiece Haitian Creole Lit"
"CREO","Seminar on Creole"
"CREO","Themes"
"CREO","Translation I"
"CREO","Translation II"
"CUDI","Africa, Lat Amer, Caribb Cult"
"CUDI","C&S:Asia,Middle East"
"CUDI","Cul & Soc Far East & S.E. Asia"
"CUDI","Intro Multicultural Studies"
"CUDI","Understand Cult Diversity"
"CUDI","Western Civilization"
"DESK","Anat & Phys 1 Booster"
"DESK","BIO Principles 1 Booster"
"DESK","Basic Arithmetic Skills"
"DESK","Basic Reading Skills Workshop"
"DESK","Basic Writing Skills Workshop"
"DESK","Calculus Booster Skill Workshp"
"DESK","Coll Algeb & Trig Skls Wrkshp"
"DESK","Coll Algebra Booster Workshop"
"DESK","College Algebra Skills Workshp"
"DESK","Computer Application"
"DESK","Computer Literacy"
"DESK","Elementary Algebra Skills"
"DESK","Intro A&P Workshop"
"DESK","Intro College Algebra Workshop"
"DESK","Intro College Biology Workshop"
"DESK","Intro College Chem Workshop"
"DESK","Intro College English Workshop"
"DESK","Intro College Math Workshop"
"DESK","Intro College Physics Workshop"
"DESK","Intro College Psych Workshop"
"DESK","Intro College Writing Booster"
"DESK","Intro Essentials Chem Wrkshp"
"DESK","Intro Microcomp II"
"DESK","Intro Pre-Calc Workshop"
"DESK","Intro Principles Chem Wrkshp"
"DESK","Intro Quant Methods Workshop"
"DESK","Intro Stat & Prob Workshop"
"DESK","Microcomp App In Ed"
"DESK","Organic Chem Booster"
"DESK","Organic Chem Workshop"
"DESK","PreCalc Booster Workshop"
"DESK","Quant Methods Booster Workshop"
"DESK","Stat & Prob Booster Workshop"
"DESK","Teaching with Technology"
"DESK","Trigonometry Skills Workshop"
"ECON","Advanced Economic Statistics"
"ECON","Eco Trade Union & Coll Barg US"
"ECON","Eco of Travel and Tourism"
"ECON","Econometrics"
"ECON","Economics NLA Elective"
"ECON","Economics of Forestry"
"ECON","Environ and Gov’t Regulations"
"ECON","Global Environmental Issues"
"ECON","History of Economic Thought"
"ECON","Independent Research"
"ECON","Industrial Organization"
"ECON","Intermediate Macroeconomics"
"ECON","Intermediate Microeconomics"
"ECON","International Economics"
"ECON","Intro to Economic Statistics"
"ECON","Introduction to Macroeconomics"
"ECON","Introduction to Microeconomics"
"ECON","Labor Economics"
"ECON","Money and Banking"
"ECON","Natural Res Eco and Policy"
"ECON","Public Finance"
"ECON","Sustainable Development"
"ECON","Underdevelopd Areas"
"ECON","Urban Economics"
"EDCO","Co-op Orientation"
"EDCO","Work Exp&Seminar 3"
"EDCO","Work Experience and Seminar I"
"EDCO","Work Experience and Seminar II"
"EDCO","Work Experience and Seminar IV"
"EDHE","Adult Fitness Program"
"EDHE","Alcohol & Substance Counseling"
"EDHE","Alcohol Use Disorder"
"EDHE","Basic Cardiac Life Support"
"EDHE","Cardiovascular Fitness"
"EDHE","Comp&Alternative Med"
"EDHE","Family Health"
"EDHE","Field Work in Health Education"
"EDHE","First Aid and Safety Education"
"EDHE","Found of Hlth & Wellness"
"EDHE","HIV/AIDS: Public Health Imp"
"EDHE","Health Behavior"
"EDHE","Health Counseling"
"EDHE","Health Issues for PE"
"EDHE","Health Services"
"EDHE","Health and the Consumer"
"EDHE","Health and the Individual"
"EDHE","Health, Communities, & Society"
"EDHE","Indep Study"
"EDHE","Laboratory in Health Behavior"
"EDHE","Long Term Care Admi"
"EDHE","Measurement/Eval in Health/PE"
"EDHE","Nutrition and Health"
"EDHE","Org & Admin of Health Ed"
"EDHE","Practicum in Health Education"
"EDHE","Program Planning"
"EDHE","Research & Writing in HE & PE"
"EDHE","Sex and Sexuality"
"EDHE","Special Semi Health Edu"
"EDHE","Special Seminar He"
"EDHE","Special Seminar Health Educat"
"EDHE","Stress and Health"
"EDHE","Substance Use Disorder"
"EDHE","Worksite Wellness"
"EDMA","Adv Mthd-Hs Ma Inst"
"EDMA","Field Act-Math Educ"
"EDPH","African Dance"
"EDPH","Badminton"
"EDPH","Basketball"
"EDPH","Canoeing"
"EDPH","Cardiovascular Fitness"
"EDPH","Competitive Tennis"
"EDPH","Dance Composition"
"EDPH","Educ Gym Children"
"EDPH","Fencing"
"EDPH","Field Work"
"EDPH","Field Work in PE & Rec"
"EDPH","Fieldwork Athletic Training"
"EDPH","Fitness for Living"
"EDPH","Fitness for Living - Lab"
"EDPH","Fld Wrk Phys Edu & Recreation"
"EDPH","Folk and Social Dance"
"EDPH","Football"
"EDPH","Games and Sports for Children"
"EDPH","Golf"
"EDPH","Gymnastics I"
"EDPH","Gymnastics II"
"EDPH","Handball"
"EDPH","Hip Hop Dance"
"EDPH","History of Dance"
"EDPH","Ind Study in Physical Activity"
"EDPH","Indep Study"
"EDPH","Independent Study"
"EDPH","Kinesiology"
"EDPH","Lacrosse"
"EDPH","Latin Dance"
"EDPH","Leadership in Outdoor Living"
"EDPH","Measuremnt & Eval"
"EDPH","Modal & Manag Strat in Athl Tr"
"EDPH","Modalities&Managemnt"
"EDPH","Modern Dance I"
"EDPH","Modern Dance II"
"EDPH","Motor Devel&Learning"
"EDPH","Org, Admin & Super Phys Edu"
"EDPH","Outdoor Living"
"EDPH","Phys Act Spec Populs"
"EDPH","Phys Educ,Sports&Soc"
"EDPH","Physiology of Exercise"
"EDPH","Prcpt Mtr Act Child"
"EDPH","Principles&Foundations of P.E."
"EDPH","Psych Sprt&Mtr Perf"
"EDPH","Research & Writing in HE & PE"
"EDPH","Rhythm For Children"
"EDPH","Scientific Basis Athlete Train"
"EDPH","Self-Defense Activities"
"EDPH","Seminar"
"EDPH","Seminar In Phys Educ"
"EDPH","Seminar in Physical Education"
"EDPH","Senior Life Saving"
"EDPH","Skiing"
"EDPH","Skin and Scuba Diving"
"EDPH","Small Boat Sailing"
"EDPH","Soccer"
"EDPH","Softball"
"EDPH","Special Topic Act"
"EDPH","Sports Psychology and Coaching"
"EDPH","Swimming"
"EDPH","Swimming for Non-Swimmers"
"EDPH","Teaching Sport Skill"
"EDPH","Team Sports Officiating"
"EDPH","Tennis"
"EDPH","Theory & Tech-Coachng"
"EDPH","Track and Field"
"EDPH","Understanding Dance"
"EDPH","Volleyball"
"EDPH","Water Safety Instructor"
"EDPH","Weight Training"
"EDPH","Winter Mountaineering"
"EDPH","Wrestling"
"EDPH","Yoga"
"EDSC","Adv Mthd-Hs Sc Inst"
"EDSC","Field Activities in Sci Educ"
"EDSC","Practicum Phys Sci"
"EDSC","Surv Phys Sci for Elem Teach"
"EDUC","Adaptive Tech for Students"
"EDUC","Adolescent&Yd Develpmnt"
"EDUC","Adv Meth-Hs Sci Ins"
"EDUC","Adv Methods Hs Math"
"EDUC","Adv Socio-Ling K-12"
"EDUC","Bilingual & Ell Education"
"EDUC","C&M Elem Sch Hlth Ed"
"EDUC","C&M Elem Sch Math"
"EDUC","C&M Elem Sci"
"EDUC","C&M He/Pe K-6"
"EDUC","C&M Sec Sch Chem"
"EDUC","C&M Sec Sch Erth Sc"
"EDUC","C&M Sec Sch Hlth Ed"
"EDUC","C&M Sec Sch Math"
"EDUC","C&M Sec Sch Spanish"
"EDUC","C&M Secondary Science CL - II"
"EDUC","Capstn Clinc Exp& Sem for Chld"
"EDUC","Capstone Clin Exp:HE/PE 7-12"
"EDUC","Capstone Clin Exp:HE/PE K-6"
"EDUC","Capstone Clinc Exp & Sem Chld"
"EDUC","Capstone Clinical: Sec Ed 6-9"
"EDUC","Capstone Clinical:SecEd 10-12"
"EDUC","Capstone Exp: Grades 10-12"
"EDUC","Capstone Exp: Grades 7-9"
"EDUC","Capstone Exp:Grades 5-6"
"EDUC","Capstone Exp:Grades 7-9"
"EDUC","Child & Adolesc Development"
"EDUC","Computer Science Educ in K-12"
"EDUC","Content Literacy 2-6 EO&ELL"
"EDUC","Curr & Meth Subj Spec (K-12)"
"EDUC","Curr & Mthds Elem Edu I: Lrng"
"EDUC","Curric&Mthd II Phys Ed PreK-12"
"EDUC","Educ Psy:Teach&Learn"
"EDUC","Education Elective Reviewed"
"EDUC","Education NLA Elective"
"EDUC","Em II: Instr/Class Environ"
"EDUC","Emotion Handicapped"
"EDUC","Erly Lang & Lit Eng Only Lrnrs"
"EDUC","Field Act In Math Ed"
"EDUC","Field Act-Sci Educ"
"EDUC","Field Teach/Learning"
"EDUC","Fldwk Ed Envmnts II"
"EDUC","Fldwk In Ed Envmnts"
"EDUC","Instruct Strats Mid & H.S.’s"
"EDUC","Intro to Special Education"
"EDUC","Lit & Storytelling"
"EDUC","Lit Instruct Gr.2-6"
"EDUC","Literacy Instruction"
"EDUC","Math,Sci&Ss Ell K-12"
"EDUC","Mental Retardation"
"EDUC","Middle Child Dev Mathematics"
"EDUC","Mildly Handicap"
"EDUC","Phys Handicap"
"EDUC","School Health C&M"
"EDUC","Secondary Curr & Methods 2"
"EDUC","Soc Studies Relation"
"EDUC","Student Teaching, Math 10-12"
"EDUC","Sup Stud Teach Earth Sc 10-12"
"EDUC","Sup Tch Earthsci 7-9"
"EDUC","Sup Tch Elem Sch 1-3"
"EDUC","Sup Tch Elem Sch 4-6"
"EDUC","Sup Tch Eng 7-9"
"EDUC","Sup Tch Eng Hs"
"EDUC","Sup Tch Fren 7-9"
"EDUC","Sup Tch Fren Hs"
"EDUC","Sup Tch Hlth Ed 7-12"
"EDUC","Sup Tch Hlth Ed Pre K-6"
"EDUC","Sup Tch Pe 7-12"
"EDUC","Sup Tch Pe Pre K-6"
"EDUC","Sup Tch Soc St 7-9"
"EDUC","Sup Tch Soc St Hs"
"EDUC","Sup Tch Span 10-12"
"EDUC","Sup Tch Span 7-9"
"EDUC","Sup Teach Bio 10-12"
"EDUC","Sup Teach Chem 10-12"
"EDUC","Sup Teach Chem 7-9"
"EDUC","Superv Stud Tchng, Bio Grd 7-9"
"EDUC","Supervised Teaching Math 7-9"
"EDUC","Tch Bilingual Prog"
"EDUC","Tchng ESL thru Content Areas"
"EDUC","Teach Read & Spanish Lan Art"
"EDUC","Teach W/Multimedia"
"ELEC","Elective Credit Reviewed"
"ENGL","19th C American Lit"
"ENGL","20th C American Lit"
"ENGL","20th Cent British Literature"
"ENGL","Adv Eng Grammar & Style"
"ENGL","Adv Tech Journalism"
"ENGL","Adv Topics: Critical Theory"
"ENGL","Advanced Composition"
"ENGL","African-American Literature"
"ENGL","American Romanticism"
"ENGL","American Voices and Visions I"
"ENGL","American Voices and Visions II"
"ENGL","Broadcast Journalism Fieldwork"
"ENGL","CLIP/ESL I"
"ENGL","CLIP/ESL II"
"ENGL","CLIP/ESL III"
"ENGL","Caribbean Lit in English"
"ENGL","Composition II: Writing Lit"
"ENGL","Creative Nonfiction Workshop"
"ENGL","Critical Literacy Studies"
"ENGL","Critical Studies in English"
"ENGL","English Bl- Lib Arts Elective"
"ENGL","English Grammar & Syntax"
"ENGL","English Liberal Arts Elective"
"ENGL","English Sociolinguistics"
"ENGL","Fiction Into Film"
"ENGL","Food: Literary and Rhetorical"
"ENGL","Founds of Western Lit"
"ENGL","Global Women Writers"
"ENGL","Harlem Renaissance"
"ENGL","Hist Of Eng Lang"
"ENGL","History English Lang"
"ENGL","Honors Research in English"
"ENGL","Indep Stud Prof/Creative Writ"
"ENGL","Independent Study"
"ENGL","Intro College Wrtng"
"ENGL","Intro Creative Writing"
"ENGL","Intro to Literary Studies"
"ENGL","Intro to Telecommunications"
"ENGL","John Donne"
"ENGL","Language, Tech and Society"
"ENGL","Literary Genre or Movement"
"ENGL","Literary Traditions In Us"
"ENGL","Literature, Media, and Digital"
"ENGL","Major Authors"
"ENGL","Med& Renaissance Li"
"ENGL","Milton"
"ENGL","Multi-Media Journalism"
"ENGL","N Testmnt&Apocrypha"
"ENGL","Newswriting & Report"
"ENGL","Non-Fiction Book Writing"
